Wilayah,Kota,K. Tidur,K. Mandi,Luas Tanah,Luas Bangunan,Carport,Listrik,K. Tidur Pembantu,K. Mandi Pembantu,Lantai,Kondisi,Garasi,furnishing,TahunRumah,Harga
Sentul City, Bogor,3.0,3.0,367.5,200.0,1.0,3500.0,1.0,1.0,2.0,bagus,0.0,unfurnished,2.0,3170000000.0
Sentul City, Bogor,3.0,3.0,367.5,200.0,1.0,3500.0,1.0,1.0,2.0,bagus,0.0,unfurnished,2.0,3160000000.0
Sentul City, Bogor,3.0,3.0,367.5,200.0,1.0,3500.0,1.0,1.0,2.0,bagus,0.0,unfurnished,2.0,3150000000.0
Sentul City, Bogor,3.0,1.0,90.0,70.0,1.0,1300.0,0.0,0.0,1.0,baru,0.0,unfurnished,0.0,945000000.0
Sentul City, Bogor,4.0,4.0,323.0,421.75,1.0,4400.0,1.0,1.0,2.0,bagus,1.0,semi furnished,6.0,3500000000.0
Sentul City, Bogor,2.0,1.0,105.0,44.0,1.0,2200.0,0.0,0.0,1.0,bagus,0.0,unfurnished,5.0,775000000.0
Sentul City, Bogor,4.0,3.0,367.5,421.75,2.0,4400.0,2.0,2.0,3.0,baru,3.0,unfurnished,2.0,7000000000.0
Sentul City, Bogor,3.0,3.0,330.0,362.0,2.0,4400.0,1.0,1.0,2.0,baru,1.0,unfurnished,2.0,5000000000.0
Sentul City, Bogor,4.0,4.0,367.5,400.0,2.0,3500.0,2.0,1.0,2.0,baru,2.0,unfurnished,0.0,5000000000.0
Sentul City, Bogor,1.0,1.0,90.0,60.0,1.0,2200.0,0.0,0.0,1.0,bagus,0.0,semi furnished,2.0,1100000000.0
Sentul City, Bogor,4.0,4.0,367.5,421.75,2.0,5500.0,2.0,1.0,2.0,baru,2.0,unfurnished,1.0,7787500000.0
Sentul City, Bogor,4.0,4.0,367.5,400.0,2.0,3500.0,1.0,1.0,3.0,butuh renovasi,2.0,unfurnished,6.0,6000000000.0
Sentul City, Bogor,3.0,2.0,299.0,125.0,1.0,2200.0,1.0,1.0,2.0,bagus,1.0,unfurnished,6.0,2300000000.0
Sentul City, Bogor,3.0,2.0,144.0,88.0,1.0,2200.0,1.0,1.0,1.0,bagus,0.0,unfurnished,4.0,1250000000.0
Sentul City, Bogor,4.0,2.0,334.0,350.0,1.0,5500.0,1.0,2.0,2.0,bagus,2.0,semi furnished,4.0,4500000000.0
Sentul City, Bogor,2.0,1.0,108.0,50.0,1.0,3500.0,0.0,0.0,1.0,bagus,0.0,unfurnished,4.0,950000000.0
Sentul City, Bogor,4.0,3.0,367.5,299.0,2.0,4400.0,1.0,1.0,2.0,bagus,0.0,unfurnished,3.0,5000000000.0
Sentul City, Bogor,2.0,1.0,150.0,63.0,1.0,1300.0,1.0,1.0,1.0,butuh renovasi,0.0,unfurnished,12.0,1000000000.0
Sentul City, Bogor,4.0,4.0,323.0,421.75,1.0,4400.0,1.0,1.0,2.0,bagus,1.0,unfurnished,4.0,3500000000.0
Sentul City, Bogor,3.0,2.0,84.0,89.0,1.0,2200.0,1.0,1.0,3.0,baru,0.0,unfurnished,2.0,1650000000.0
Sentul City, Bogor,3.0,1.0,90.0,70.0,1.0,1300.0,0.0,0.0,1.0,baru,0.0,unfurnished,0.0,945000000.0
Sentul City, Bogor,3.0,2.0,90.0,150.0,1.0,4400.0,0.0,0.0,2.0,bagus,0.0,unfurnished,4.0,1150000000.0
Sentul City, Bogor,3.0,2.0,367.5,200.0,2.0,2200.0,1.0,1.0,1.0,butuh renovasi,0.0,semi furnished,12.0,4500000000.0
Sentul City, Bogor,4.0,3.0,340.0,400.0,2.0,5500.0,2.0,1.0,2.0,baru,2.0,unfurnished,0.0,7500000000.0
Sentul City, Bogor,4.0,4.5,313.0,360.0,2.0,5500.0,2.0,1.0,2.0,baru,2.0,unfurnished,0.0,7000000000.0
Sentul City, Bogor,4.0,4.5,367.5,421.75,2.0,5500.0,2.0,1.0,2.0,baru,2.0,semi furnished,0.0,7787500000.0
Sentul City, Bogor,4.0,4.5,313.0,360.0,2.0,5500.0,2.0,1.0,2.0,baru,2.0,unfurnished,0.0,7000000000.0
Sentul City, Bogor,4.0,4.5,367.5,421.75,2.0,5500.0,2.0,1.0,2.0,baru,2.0,unfurnished,0.0,7787500000.0
Sentul City, Bogor,4.0,4.0,340.0,400.0,2.0,5500.0,2.0,1.0,2.0,baru,2.0,unfurnished,0.0,7500000000.0
Sentul City, Bogor,4.0,3.0,266.0,400.0,2.0,2200.0,2.0,1.0,2.0,butuh renovasi,0.0,unfurnished,2.0,2900000000.0
Sentul City, Bogor,4.0,4.5,367.5,421.75,2.0,5500.0,2.0,1.0,2.0,baru,2.0,unfurnished,0.0,7787500000.0
Sentul City, Bogor,3.0,3.0,315.0,150.0,1.0,3500.0,1.0,1.0,2.0,bagus,1.0,unfurnished,2.0,2900000000.0
Sentul City, Bogor,4.0,4.0,323.0,421.75,2.0,4400.0,1.0,1.0,2.0,bagus,2.0,semi furnished,6.0,3500000000.0
Sentul City, Bogor,4.0,4.5,367.5,421.75,2.0,5500.0,2.0,1.0,2.0,baru,2.0,unfurnished,0.0,7787500000.0
Sentul City, Bogor,4.0,2.0,334.0,350.0,1.0,5500.0,1.0,2.0,2.0,bagus,2.0,semi furnished,4.0,4500000000.0
Sentul City, Bogor,2.0,1.0,105.0,44.0,1.0,1300.0,0.0,0.0,1.0,bagus,0.0,unfurnished,5.0,775000000.0
Sentul City, Bogor,3.0,2.0,367.5,300.0,2.0,3500.0,2.0,1.0,2.0,bagus,3.0,unfurnished,4.0,5000000000.0
Sentul City, Bogor,3.0,3.0,345.0,200.0,1.0,3300.0,0.0,1.0,2.0,bagus,0.0,unfurnished,6.0,4500000000.0
Sentul City, Bogor,3.0,2.0,84.0,89.0,1.0,1300.0,1.0,1.0,3.0,bagus,0.0,unfurnished,1.0,1650000000.0
Sentul City, Bogor,3.0,2.0,140.0,88.0,1.0,2200.0,1.0,1.0,1.0,baru,0.0,unfurnished,5.0,1250000000.0
Sentul City, Bogor,2.0,1.0,224.0,90.0,1.0,1300.0,1.0,1.0,1.0,bagus,1.0,unfurnished,15.0,1800000000.0
Sentul City, Bogor,3.0,2.0,90.0,150.0,1.0,1300.0,0.0,0.0,2.0,bagus,0.0,unfurnished,5.0,1150000000.0
Sentul City, Bogor,2.0,1.0,72.0,45.0,1.0,1300.0,0.0,0.0,1.0,baru,1.0,unfurnished,-30.0,570000000.0
Sentul City, Bogor,3.0,2.0,133.0,185.0,2.0,2200.0,1.0,1.0,2.0,baru,0.0,unfurnished,0.0,2300000000.0
Sentul City, Bogor,3.0,2.0,72.0,54.0,2.0,2200.0,0.0,0.0,2.0,baru,2.0,unfurnished,0.0,600000000.0
Sentul City, Bogor,7.0,4.5,367.5,400.0,8.0,3300.0,3.0,1.0,3.0,bagus,4.0,unfurnished,8.0,7787500000.0
Sentul City, Bogor,2.0,2.0,242.0,188.0,0.0,2200.0,1.0,1.0,3.0,bagus,0.0,furnished,2.0,3500000000.0
Sentul City, Bogor,2.0,2.0,224.0,100.0,1.0,2200.0,1.0,1.0,1.0,butuh renovasi,2.0,semi furnished,2.0,1900000000.0
Sentul City, Bogor,5.0,4.0,301.0,250.0,0.0,2200.0,1.0,1.0,3.0,baru,0.0,unfurnished,0.0,3250000000.0
Sentul City, Bogor,2.0,3.0,323.0,200.0,2.0,4400.0,1.0,1.0,2.0,bagus,0.0,furnished,5.0,3500000000.0
Sentul City, Bogor,3.0,3.0,133.0,185.0,2.0,2200.0,1.0,0.0,2.0,baru,0.0,unfurnished,0.0,2300000000.0
Sentul City, Bogor,3.0,2.0,202.0,370.0,0.0,2200.0,1.0,1.0,2.0,bagus,0.0,unfurnished,8.0,2500000000.0
Sentul City, Bogor,4.0,2.0,300.0,421.75,2.0,5500.0,4.0,1.0,2.0,bagus,1.0,semi furnished,4.0,5300000000.0
Sentul City, Bogor,4.0,3.0,220.0,221.0,2.0,3300.0,1.0,1.0,3.0,butuh renovasi,2.0,unfurnished,7.0,2750000000.0
Sentul City, Bogor,4.0,4.0,367.5,421.75,3.0,3500.0,1.0,1.0,2.0,bagus,0.0,unfurnished,7.0,7787500000.0
Sentul City, Bogor,5.0,4.0,367.5,421.75,2.0,4400.0,2.0,1.0,2.0,baru,2.0,semi furnished,1.0,7787500000.0
Sentul City, Bogor,5.0,4.5,367.5,421.75,4.0,4400.0,2.0,1.0,2.0,bagus,4.0,unfurnished,6.0,7787500000.0
Sentul City, Bogor,3.0,3.0,367.5,421.75,3.0,4400.0,1.0,1.0,2.0,bagus,0.0,unfurnished,8.0,7787500000.0
Sentul City, Bogor,4.0,4.0,312.0,300.0,2.0,3500.0,0.0,1.0,2.0,bagus,0.0,furnished,8.0,5500000000.0
Sentul City, Bogor,3.0,3.0,120.0,105.0,1.0,3300.0,1.0,1.0,2.0,bagus,1.0,unfurnished,3.0,2100000000.0
Sentul City, Bogor,2.0,1.0,180.0,120.0,1.0,1300.0,1.0,1.0,1.0,bagus,1.0,semi furnished,3.0,1600000000.0
Sentul City, Bogor,3.0,3.0,108.0,160.0,1.0,2200.0,1.0,1.0,2.0,baru,0.0,unfurnished,1.0,1700000000.0
Sentul City, Bogor,3.0,3.0,120.0,120.0,1.0,2200.0,0.0,0.0,1.0,bagus,0.0,unfurnished,13.0,800000000.0
Sentul City, Bogor,4.0,4.0,313.0,250.0,2.0,4400.0,1.0,1.0,2.0,bagus,1.0,furnished,3.0,5500000000.0
Sentul City, Bogor,4.0,3.0,220.0,221.0,1.0,2200.0,1.0,1.0,3.0,sudah renovasi,1.0,unfurnished,7.0,2750000000.0
Sentul City, Bogor,4.0,4.0,313.0,250.0,2.0,4400.0,1.0,1.0,2.0,bagus,1.0,furnished,3.0,5500000000.0
Sentul City, Bogor,4.0,3.0,220.0,221.0,1.0,2200.0,1.0,1.0,3.0,sudah renovasi,1.0,unfurnished,7.0,2750000000.0
Sentul City, Bogor,3.0,3.0,287.0,250.0,2.0,5500.0,1.0,1.0,2.0,bagus,1.0,furnished,19.0,3800000000.0
Sentul City, Bogor,3.0,2.0,12.0,130.0,1.0,2200.0,1.0,1.0,2.0,bagus,1.0,semi furnished,10.0,1800000000.0
Sentul City, Bogor,5.0,4.5,367.5,421.75,6.0,11000.0,1.0,1.0,2.0,bagus,2.0,furnished,5.0,7787500000.0
Sentul City, Bogor,4.0,3.0,90.0,120.0,0.0,2200.0,0.0,0.0,2.0,bagus,0.0,unfurnished,8.0,1100000000.0
Sentul City, Bogor,3.0,2.0,90.0,150.0,1.0,5500.0,0.0,0.0,2.0,bagus,0.0,semi furnished,6.0,1150000000.0
Sentul City, Bogor,5.0,4.0,120.0,150.0,0.0,1300.0,0.0,0.0,2.0,butuh renovasi,0.0,unfurnished,7.0,725000000.0
Sentul City, Bogor,4.0,3.0,287.0,250.0,1.0,3500.0,1.0,1.0,2.0,bagus,1.0,furnished,8.0,3800000000.0
Sentul City, Bogor,7.0,4.5,367.5,400.0,6.0,3500.0,3.0,1.0,3.0,bagus,4.0,unfurnished,8.0,7787500000.0
Sentul City, Bogor,3.0,3.0,367.5,421.75,0.0,4400.0,1.0,1.0,2.0,bagus,3.0,unfurnished,7.0,7787500000.0
Sentul City, Bogor,4.0,4.0,367.5,421.75,2.0,3300.0,2.0,2.0,1.0,bagus,2.0,unfurnished,8.0,7787500000.0
Sentul City, Bogor,4.0,4.0,367.5,421.75,0.0,3300.0,1.0,1.0,2.0,bagus,3.0,unfurnished,7.0,7787500000.0
Sentul City, Bogor,5.0,3.0,367.5,421.75,1.0,3500.0,2.0,1.0,2.0,bagus,1.0,semi furnished,8.0,7787500000.0
Sentul City, Bogor,3.0,1.0,232.0,120.0,1.0,1300.0,1.0,1.0,1.0,butuh renovasi,1.0,unfurnished,17.0,1650000000.0
Sentul City, Bogor,3.0,2.0,315.0,200.0,1.0,2200.0,0.0,1.0,2.0,bagus,1.0,unfurnished,6.0,2500000000.0
Sentul City, Bogor,2.0,2.0,90.0,60.0,1.0,1300.0,0.0,0.0,1.0,bagus,0.0,semi furnished,3.0,1100000000.0
Sentul City, Bogor,2.0,1.0,248.0,100.0,1.0,1300.0,0.0,0.0,1.0,bagus,0.0,unfurnished,16.0,1600000000.0
Sentul City, Bogor,3.0,2.0,108.0,100.0,1.0,2200.0,0.0,0.0,2.0,bagus,0.0,semi furnished,16.0,1350000000.0
Sentul City, Bogor,3.0,2.0,328.0,160.0,1.0,2200.0,1.0,1.0,2.0,bagus,1.0,semi furnished,6.0,3000000000.0
Sentul City, Bogor,2.0,2.0,90.0,65.0,1.0,2200.0,0.0,0.0,1.0,bagus,0.0,unfurnished,3.0,850000000.0
Sentul City, Bogor,2.0,1.0,211.0,53.0,1.0,1300.0,0.0,0.0,1.0,butuh renovasi,0.0,unfurnished,20.0,1350000000.0
Sentul City, Bogor,3.0,3.0,78.0,100.0,1.0,2200.0,0.0,0.0,1.0,bagus,0.0,semi furnished,3.0,1150000000.0
Sentul City, Bogor,4.0,3.0,328.0,250.0,2.0,3300.0,1.0,1.0,2.0,bagus,1.0,semi furnished,5.0,3950000000.0
Sentul City, Bogor,4.0,4.0,367.5,250.0,4.0,5500.0,1.0,0.0,2.0,baru,2.0,semi furnished,1.0,5300000000.0
Sentul City, Bogor,4.0,3.0,224.0,220.0,2.0,5500.0,2.0,1.0,2.0,bagus,2.0,furnished,5.0,3850000000.0
Sentul City, Bogor,4.0,3.0,367.5,250.0,2.0,3300.0,0.0,0.0,2.0,bagus,2.0,semi furnished,12.0,4100000000.0
Sentul City, Bogor,2.0,3.0,323.0,220.0,4.0,5500.0,1.0,1.0,2.0,bagus,0.0,furnished,14.0,3500000000.0
Sentul City, Bogor,3.0,3.0,367.5,250.0,1.0,2200.0,1.0,1.0,2.0,bagus,1.0,semi furnished,16.0,3200000000.0
Sentul City, Bogor,3.0,3.0,120.0,120.0,1.0,1300.0,0.0,1.0,2.0,bagus,0.0,unfurnished,16.0,800000000.0
Sentul City, Bogor,4.0,4.0,367.5,421.75,4.0,5500.0,1.0,1.0,2.0,bagus,0.0,furnished,5.0,7787500000.0
Sentul City, Bogor,5.0,4.5,309.0,421.75,2.0,6600.0,1.0,1.0,2.0,bagus,2.0,unfurnished,1.0,7787500000.0
Sentul City, Bogor,4.0,4.0,315.0,250.0,2.0,3500.0,1.0,1.0,2.0,baru,1.0,unfurnished,0.0,3800000000.0
Sentul City, Bogor,3.0,4.0,367.5,421.75,3.0,5500.0,0.0,1.0,2.0,bagus,1.0,semi furnished,4.0,7787500000.0
Sentul City, Bogor,3.0,3.0,171.0,120.0,1.0,3300.0,1.0,0.0,2.0,bagus,1.0,semi furnished,13.0,1700000000.0
Sentul City, Bogor,4.0,3.0,234.0,240.0,2.0,5500.0,0.0,1.0,2.0,bagus,0.0,furnished,7.0,4500000000.0
Sentul City, Bogor,3.0,2.0,176.0,120.0,1.0,3300.0,1.0,1.0,1.0,sudah renovasi,1.0,unfurnished,10.0,1300000000.0
Sentul City, Bogor,4.0,3.0,220.0,221.0,2.0,3300.0,1.0,1.0,3.0,butuh renovasi,2.0,unfurnished,7.0,2750000000.0
Sentul City, Bogor,4.0,3.0,220.0,221.0,2.0,3500.0,1.0,1.0,3.0,bagus,2.0,unfurnished,6.0,2750000000.0
Sentul City, Bogor,4.0,3.0,220.0,221.0,2.0,3300.0,1.0,1.0,3.0,bagus,2.0,unfurnished,8.0,2750000000.0
Sentul City, Bogor,4.0,3.0,220.0,221.0,2.0,2200.0,1.0,1.0,3.0,butuh renovasi,2.0,unfurnished,7.0,2750000000.0
Sentul City, Bogor,4.0,3.0,220.0,221.0,2.0,3300.0,0.0,1.0,3.0,butuh renovasi,2.0,unfurnished,6.0,2750000000.0
Sentul City, Bogor,4.0,3.0,220.0,221.0,2.0,2200.0,1.0,0.0,3.0,bagus,2.0,unfurnished,7.0,2750000000.0
Sentul City, Bogor,2.0,2.0,90.0,60.0,1.0,1300.0,0.0,0.0,1.0,bagus,0.0,semi furnished,15.0,585000000.0
Sentul City, Bogor,3.0,3.0,228.0,200.0,0.0,3300.0,1.0,1.0,2.0,bagus sekali,1.0,semi furnished,13.0,2300000000.0
Sentul City, Bogor,3.0,3.0,230.0,200.0,1.0,3300.0,1.0,1.0,2.0,bagus sekali,1.0,semi furnished,16.0,2500000000.0
Sentul City, Bogor,4.0,4.0,234.0,200.0,1.0,4400.0,1.0,1.0,2.0,bagus sekali,1.0,furnished,3.0,4400000000.0
Sentul City, Bogor,3.0,3.0,120.0,100.0,1.0,3300.0,1.0,1.0,2.0,bagus sekali,0.0,semi furnished,13.0,1800000000.0
Sentul City, Bogor,2.0,1.0,108.0,53.0,1.0,1300.0,0.0,0.0,1.0,bagus sekali,0.0,unfurnished,8.0,675000000.0
Sentul City, Bogor,4.0,4.0,367.5,421.75,4.0,5500.0,1.0,1.0,2.0,bagus sekali,1.0,semi furnished,13.0,7787500000.0
Sentul City, Bogor,4.0,3.0,216.0,180.0,1.0,2200.0,1.0,1.0,2.0,bagus sekali,1.0,unfurnished,7.0,2300000000.0
Sentul City, Bogor,4.0,4.0,300.0,250.0,2.0,3500.0,1.0,1.0,3.0,baru,1.0,unfurnished,1.0,4700000000.0
Sentul City, Bogor,2.0,1.0,180.0,100.0,2.0,3300.0,1.0,1.0,1.0,bagus sekali,1.0,semi furnished,15.0,1600000000.0
Sentul City, Bogor,4.0,4.0,367.5,400.0,4.0,3300.0,1.0,1.0,2.0,bagus sekali,1.0,semi furnished,11.0,7787500000.0
Sentul City, Bogor,4.0,4.0,313.0,250.0,2.0,1300.0,1.0,1.0,2.0,bagus sekali,1.0,furnished,10.0,5500000000.0
Sentul City, Bogor,4.0,4.0,313.0,250.0,2.0,1300.0,1.0,1.0,2.0,bagus sekali,1.0,furnished,10.0,5500000000.0
Sentul City, Bogor,3.0,3.0,120.0,120.0,2.0,2200.0,1.0,1.0,2.0,baru,0.0,unfurnished,1.0,1700000000.0
Sentul City, Bogor,4.0,3.0,367.5,250.0,4.0,2200.0,1.0,1.0,3.0,bagus sekali,2.0,unfurnished,16.0,4350000000.0
Sentul City, Bogor,4.0,3.0,315.0,250.0,2.0,3300.0,1.0,1.0,1.0,bagus sekali,2.0,semi furnished,13.0,2900000000.0
Sentul City, Bogor,2.0,3.0,323.0,250.0,2.0,4400.0,1.0,1.0,2.0,bagus sekali,1.0,furnished,15.0,3500000000.0
Sentul City, Bogor,4.0,4.0,300.0,250.0,1.0,4400.0,1.0,1.0,2.0,bagus sekali,1.0,semi furnished,1.0,4700000000.0
Sentul City, Bogor,3.0,3.0,108.0,160.0,1.0,3300.0,1.0,1.0,2.0,baru,1.0,unfurnished,1.0,1700000000.0
Sentul City, Bogor,5.0,4.5,367.5,400.0,8.0,5500.0,2.0,2.0,2.0,bagus,2.0,semi furnished,12.0,7787500000.0
Sentul City, Bogor,3.0,3.0,120.0,100.0,1.0,1300.0,1.0,1.0,2.0,bagus sekali,1.0,semi furnished,17.0,800000000.0
Sentul City, Bogor,2.0,3.0,367.5,250.0,1.0,4400.0,1.0,0.0,1.0,bagus,1.0,furnished,4.0,7787500000.0
Sentul City, Bogor,3.0,2.0,90.0,120.0,1.0,2200.0,1.0,1.0,2.0,bagus sekali,1.0,semi furnished,5.0,1150000000.0
Sentul City, Bogor,7.0,4.5,367.5,400.0,6.0,3500.0,3.0,1.0,3.0,bagus,4.0,unfurnished,7.0,7787500000.0
Sentul City, Bogor,3.0,2.0,367.5,145.0,1.0,3300.0,0.0,1.0,2.0,bagus,0.0,unfurnished,8.0,3200000000.0
Sentul City, Bogor,5.0,4.0,367.5,401.0,2.0,4400.0,1.0,1.0,2.0,bagus sekali,2.0,furnished,4.0,7787500000.0
Sentul City, Bogor,4.0,3.0,287.0,250.0,1.0,3500.0,1.0,1.0,2.0,bagus,2.0,furnished,8.0,3800000000.0
Sentul City, Bogor,5.0,4.0,367.5,401.0,2.0,4400.0,1.0,1.0,2.0,bagus sekali,2.0,furnished,4.0,7787500000.0
Sentul City, Bogor,4.0,3.0,287.0,250.0,1.0,3500.0,1.0,1.0,2.0,bagus,2.0,furnished,8.0,3800000000.0
Sentul City, Bogor,4.0,3.0,367.5,300.0,2.0,4400.0,1.0,1.0,2.0,bagus,0.0,furnished,4.0,4900000000.0
Sentul City, Bogor,3.0,3.0,367.5,421.75,2.0,4400.0,1.0,1.0,2.0,bagus,0.0,unfurnished,8.0,7787500000.0
Sentul City, Bogor,4.0,4.0,367.5,421.75,2.0,3300.0,1.0,1.0,2.0,bagus,0.0,unfurnished,7.0,7787500000.0
Sentul City, Bogor,3.0,2.0,323.0,200.0,1.0,2200.0,0.0,1.0,2.0,bagus,0.0,unfurnished,2.0,2850000000.0
Sentul City, Bogor,6.0,4.5,367.5,421.75,2.0,5500.0,1.0,1.0,2.0,baru,2.0,unfurnished,1.0,7787500000.0
Sentul City, Bogor,5.0,4.5,120.0,235.0,0.0,2200.0,0.0,0.0,2.0,baru,0.0,furnished,0.0,2500000000.0
Sentul City, Bogor,3.0,4.0,323.0,300.0,0.0,5500.0,0.0,0.0,2.0,bagus,0.0,furnished,3.0,3500000000.0
Sentul City, Bogor,2.0,2.0,60.0,120.0,1.0,1300.0,0.0,0.0,2.0,bagus sekali,0.0,furnished,0.0,585000000.0
Sentul City, Bogor,4.0,3.0,367.5,250.0,2.0,3300.0,1.0,1.0,2.0,butuh renovasi,0.0,unfurnished,11.0,1900000000.0
Sentul City, Bogor,5.0,4.0,367.5,421.75,4.0,3500.0,2.0,1.0,2.0,bagus,4.0,unfurnished,12.0,6300000000.0
Sentul City, Bogor,2.0,3.0,300.0,250.0,2.0,3500.0,1.0,1.0,2.0,bagus sekali,0.0,furnished,7.0,3500000000.0
Sentul City, Bogor,2.0,1.0,81.0,50.0,0.0,1300.0,0.0,0.0,1.0,bagus,0.0,unfurnished,5.0,495000000.0
Sentul City, Bogor,4.0,3.0,367.5,250.0,2.0,2200.0,1.0,1.0,2.0,bagus,0.0,furnished,2.0,4500000000.0
Sentul City, Bogor,4.0,4.0,181.0,179.0,2.0,3300.0,1.0,1.0,2.0,baru,0.0,unfurnished,1.0,4700000000.0
Sentul City, Bogor,5.0,4.0,367.5,421.75,2.0,3500.0,2.0,1.0,3.0,bagus sekali,2.0,unfurnished,4.0,5750000000.0
Cileungsi, Bogor,2.0,1.0,60.0,36.0,0.0,2200.0,0.0,0.0,1.0,bagus sekali,0.0,unfurnished,0.0,300000000.0
Cileungsi, Bogor,2.0,1.0,84.0,70.0,1.0,2200.0,0.0,0.0,1.0,bagus,0.0,unfurnished,0.0,630000000.0
Cileungsi, Bogor,3.0,2.0,200.0,90.0,0.0,2200.0,1.0,0.0,1.0,bagus,1.0,unfurnished,2.0,1680000000.0
Cileungsi, Bogor,2.0,1.0,84.0,70.0,0.0,1300.0,0.0,0.0,1.0,baru,1.0,unfurnished,0.0,630000000.0
Cileungsi, Bogor,2.0,1.0,72.0,60.0,1.0,1300.0,0.0,0.0,1.0,bagus,0.0,unfurnished,0.0,599000000.0
Cileungsi, Bogor,2.0,2.0,60.0,55.0,1.0,2200.0,0.0,0.0,2.0,bagus sekali,0.0,furnished,3.0,890000000.0
Cileungsi, Bogor,2.0,1.0,90.0,45.0,1.0,1300.0,0.0,0.0,1.0,bagus,0.0,unfurnished,0.0,810000000.0
Cileungsi, Bogor,2.0,1.0,84.0,70.0,1.0,1300.0,0.0,0.0,1.0,bagus,0.0,unfurnished,0.0,630000000.0
Cileungsi, Bogor,2.0,1.0,72.0,60.0,1.0,1300.0,0.0,0.0,1.0,bagus,0.0,unfurnished,0.0,599000000.0
Cileungsi, Bogor,2.0,1.0,72.0,60.0,1.0,1300.0,0.0,0.0,1.0,bagus,0.0,unfurnished,0.0,600000000.0
Cileungsi, Bogor,2.0,3.0,98.0,78.0,0.0,2200.0,1.0,0.0,2.0,bagus,1.0,unfurnished,0.0,1200000000.0
Cileungsi, Bogor,2.0,1.0,60.0,30.0,1.0,1300.0,0.0,0.0,1.0,bagus,0.0,unfurnished,0.0,499000000.0
Cileungsi, Bogor,2.0,1.0,90.0,45.0,1.0,1300.0,0.0,0.0,1.0,bagus,0.0,unfurnished,0.0,810000000.0
Cileungsi, Bogor,2.0,1.0,90.0,45.0,1.0,1300.0,0.0,0.0,1.0,bagus,0.0,unfurnished,0.0,810000000.0
Cileungsi, Bogor,2.0,1.0,84.0,70.0,0.0,1300.0,0.0,0.0,1.0,baru,1.0,unfurnished,0.0,630000000.0
Cileungsi, Bogor,2.0,1.0,72.0,60.0,1.0,1300.0,0.0,0.0,1.0,bagus,0.0,unfurnished,0.0,599000000.0
Cileungsi, Bogor,2.0,1.0,90.0,45.0,1.0,1300.0,0.0,0.0,1.0,bagus,0.0,unfurnished,0.0,810000000.0
Cileungsi, Bogor,2.0,1.0,84.0,70.0,1.0,1300.0,0.0,0.0,1.0,baru,1.0,unfurnished,0.0,630000000.0
Cileungsi, Bogor,2.0,1.0,72.0,60.0,1.0,1300.0,0.0,0.0,1.0,bagus,1.0,unfurnished,0.0,599000000.0
Cileungsi, Bogor,2.0,1.0,60.0,32.0,1.0,1300.0,0.0,0.0,1.0,baru,0.0,unfurnished,0.0,351000000.0
Cileungsi, Bogor,2.0,1.0,90.0,38.0,1.0,1300.0,0.0,0.0,1.0,baru,0.0,unfurnished,6.0,325000000.0
Cileungsi, Bogor,2.0,1.0,36.0,72.0,1.0,1300.0,0.0,0.0,1.0,sudah renovasi,0.0,unfurnished,0.0,245000000.0
Cileungsi, Bogor,3.0,2.0,94.0,96.0,1.0,2200.0,0.0,0.0,1.0,baru,0.0,semi furnished,0.0,1350000000.0
Cileungsi, Bogor,1.0,1.0,72.0,22.0,1.0,1300.0,0.0,0.0,1.0,bagus,1.0,unfurnished,0.0,250000000.0
Cileungsi, Bogor,3.0,2.0,112.0,68.0,1.0,1300.0,0.0,0.0,1.0,sudah renovasi,1.0,unfurnished,0.0,375000000.0
Cileungsi, Bogor,3.0,2.0,200.0,100.0,2.0,1300.0,1.0,0.0,1.0,bagus,2.0,unfurnished,0.0,975000000.0
Cileungsi, Bogor,2.0,1.0,72.0,60.0,1.0,1300.0,0.0,0.0,1.0,baru,1.0,unfurnished,0.0,325000000.0
Cileungsi, Bogor,3.0,2.0,105.0,100.0,1.0,2200.0,0.0,0.0,2.0,bagus,0.0,semi furnished,0.0,1450000000.0
Cileungsi, Bogor,3.0,2.0,105.0,100.0,1.0,2200.0,0.0,0.0,2.0,bagus,0.0,semi furnished,0.0,1450000000.0
Cileungsi, Bogor,3.0,2.0,60.0,51.0,2.0,2200.0,0.0,0.0,2.0,baru,2.0,unfurnished,0.0,500000000.0
Cileungsi, Bogor,2.0,1.0,120.0,79.0,0.0,3300.0,0.0,0.0,2.0,bagus,1.0,unfurnished,5.0,1500000000.0
Cileungsi, Bogor,3.0,2.0,90.0,75.0,1.0,1300.0,0.0,0.0,1.0,bagus sekali,0.0,unfurnished,0.0,359000000.0
Cileungsi, Bogor,2.0,1.0,60.0,38.0,1.0,1300.0,0.0,0.0,1.0,baru,0.0,unfurnished,0.0,350000000.0
Cileungsi, Bogor,2.0,1.0,60.0,29.0,1.0,1300.0,0.0,0.0,1.0,baru,0.0,unfurnished,0.0,168000000.0
Cileungsi, Bogor,2.0,1.0,72.0,21.0,1.0,1300.0,0.0,0.0,1.0,bagus,1.0,unfurnished,0.0,195000000.0
Cileungsi, Bogor,2.0,1.0,90.0,36.0,1.0,1300.0,0.0,0.0,1.0,bagus,1.0,unfurnished,0.0,280000000.0
Cileungsi, Bogor,2.0,1.0,60.0,30.0,1.0,1300.0,0.0,0.0,1.0,baru,0.0,unfurnished,0.0,530000000.0
